GENE_ID,GENE_NAME,UMLS_ID,UMLS_NAME,UNIPROT_GENE_NAME,NCBI_GENE_ID
10559,hcg_2024989,,,hcg_2024989,
10560,Streptogramin A,C0080320,Streptogramin A,,
10561,slc6a2,,,slc6a2,
10562,gpat3,,,gpat3,
10563,uprt,,,uprt,
10564,fum2,,,fum2,
10565,dph2,,,dph2,
10566,exoc7,,,exoc7,
10567,budc,,,budc,
10568,"Lactate Dehydrogenase Isoenzyme 5, human",C5441591,"Lactate Dehydrogenase Isoenzyme 5, human",,
10569,hht2,,,hht2,
10570,klf1,,,klf1,
10571,gpr107,,,gpr107,
10572,pyis,,,pyis,
10573,mt2,,,mt2,
10574,nrarp,,,nrarp,
10575,nphs1,,,nphs1,
10576,cpox,,,cpox,
10577,cd38,,,cd38,
10578,clec4c,,,clec4c,
10579,spink5,,,spink5,
10580,ggact,,,ggact,
10581,picst_85387,,,picst_85387,
10582,foxj2,,,foxj2,
10583,prph,,,prph,
10584,spym18_1615,,,spym18_1615,
10585,i,,,i,
10586,rpl7b,,,rpl7b,
10587,bebt1,,,bebt1,
10588,nup98,,,nup98,
10589,adgra2,,,adgra2,
10590,gnat1,,,gnat1,
10591,Ligand-Gated Ion Channels,C0815090,Ligand-Gated Ion Channels,,
10592,suvr3,,,suvr3,
10593,rplf,,,rplf,
10594,st14,,,st14,
10595,fosl2,,,fosl2,
10596,calcb,,,calcb,
10597,pfdn4,,,pfdn4,
10598,etnppl,,,etnppl,
10599,cpda,,,cpda,
10600,rtca,,,rtca,
10601,phm5,,,phm5,
10602,mt1947,,,mt1947,
10603,pks16,,,pks16,
10604,kcnmb2,,,kcnmb2,
10605,helb,,,helb,
10606,tetrapeptide-15,C0537638,tetrapeptide-15,,
10607,erg-4,,,erg-4,
10608,tut1,,,tut1,
10609,akr1c3,,,akr1c3,
10610,gm24037,,,gm24037,
10611,Large-Conductance Calcium-Activated Potassium Channels| Calcium-Activated Potassium Channel Subunit Alpha-1,C0288250,Large-Conductance Calcium-Activated Potassium Channels| Calcium-Activated Potassium Channel Subunit Alpha-1,,
10612,pip4k2c,,,pip4k2c,
10613,poteh,,,poteh,
10614,pthlh,,,pthlh,
10615,nkd1,,,nkd1,
10616,crabp2,,,crabp2,
10617,map4,,,map4,
10618,at3g10200,,,at3g10200,
10619,pvbs090_009107,,,pvbs090_009107,
10620,grk7,,,grk7,
10621,glp1r,,,glp1r,
10622,sdhd,,,sdhd,
10623,MLL/MLLT3 Fusion Protein,C3274682,MLL/MLLT3 Fusion Protein,,
10624,ppm1a,,,ppm1a,
10625,ucsl,,,ucsl,
10626,kcnq1,,,kcnq1,
10627,h1-5,,,h1-5,
10628,,,,,326614
10629,Cortodoxone| zidovudine,C0010139,Cortodoxone| zidovudine,,
10630,mmar_4570,,,mmar_4570,
10631,znf664,,,znf664,
10632,slc7a11,,,slc7a11,
10633,oxsr1,,,oxsr1,
10634,piezo2,,,piezo2,
10635,kif2b,,,kif2b,
10636,ym304_32550,,,ym304_32550,
10637,pth1r,,,pth1r,
10638,hel-s-26,,,hel-s-26,
10639,fii,,,fii,
10640,adirf,,,adirf,
10641,brafldraft_56888,,,brafldraft_56888,
10642,gamma-aminobutyric acid,C0016904,gamma-aminobutyric acid,,
10643,styk1,,,styk1,
10644,cdc14a,,,cdc14a,
10645,uba7,,,uba7,
10646,hspa6,,,hspa6,
10647,ccnq,,,ccnq,
10648,fbxo39,,,fbxo39,
10649,pas_chr3_0357,,,pas_chr3_0357,
10650,azc_3753,,,azc_3753,
10651,cox7c,,,cox7c,
10652,gart,,,gart,
10653,SHU 9119,C0533539,SHU 9119,,
10654,rads2,,,rads2,
10655,v,,,v,
10656,btcc,,,btcc,
10657,lsm14b,,,lsm14b,
10658,cd36,,,cd36,
10659,asad,,,asad,
10660,adcy3,,,adcy3,
10661,ptger3,,,ptger3,
10662,pbpra1526,,,pbpra1526,
10663,ubap2l,,,ubap2l,
10664,hspa1b,,,hspa1b,
10665,budb,,,budb,
10666,hivep1,,,hivep1,
10667,park7,,,park7,
10668,DNA Primase,C0058594,DNA Primase,,
10669,ampc,,,ampc,
10670,baz1b,,,baz1b,
10671,nr2b1,,,nr2b1,
10672,cby1,,,cby1,
10673,ppp3r2,,,ppp3r2,
10674,cpe0231,,,cpe0231,
10675,aclo,,,aclo,
10676,soat1,,,soat1,
10677,his4:cg33891,,,his4:cg33891,
10678,or6c2,,,or6c2,
10679,ctb9,,,ctb9,
10680,uqcc4,,,uqcc4,
10681,sat3,,,sat3,
10682,zdhhc7,,,zdhhc7,
10683,cds1,,,cds1,
10684,fsjb,,,fsjb,
10685,bpha,,,bpha,
10686,gpr32,,,gpr32,
10687,p2ry2,,,p2ry2,
10688,scgb1d4,,,scgb1d4,
10689,gpn2,,,gpn2,
10690,pbb1,,,pbb1,
10691,ocd,,,ocd,
10692,prps1l1,,,prps1l1,
10693,aqp1,,,aqp1,
10694,Transcobalamin,C0040642,Transcobalamin,,
10695,ugt2b7,,,ugt2b7,
10696,dok3,,,dok3,
10697,fdh1,,,fdh1,
10698,cdipt,,,cdipt,
10699,rpa12,,,rpa12,
10700,tode,,,tode,
10701,kcna4,,,kcna4,
10702,prednisone| prednylidene,C0032952,prednisone| prednylidene,,
10703,grip1,,,grip1,
10704,tgfbrap1,,,tgfbrap1,
10705,park2,,,park2,
10706,ple5,,,ple5,
10707,mul_1123,,,mul_1123,
10708,dkfzp434m131,,,dkfzp434m131,
10709,tcf4,,,tcf4,
10710,pam,,,pam,
10711,clpb,,,clpb,
10712,ykwb,,,ykwb,
10713,Protein-Serine-Threonine Kinases| Serine/Threonine Protein Kinase Gene,C0072402,Protein-Serine-Threonine Kinases| Serine/Threonine Protein Kinase Gene,,
10714,at1g66720,,,at1g66720,
10715,sa85-1.3,,,sa85-1.3,
10716,angiotensinogen (6-13),C0164993,angiotensinogen (6-13),,
10717,calm2,,,calm2,
10718,a1e_01360,,,a1e_01360,
10719,lpsa2,,,lpsa2,
10720,apelin-13 peptide,C1531139,apelin-13 peptide,,
10721,oxt,,,oxt,
10722,agla,,,agla,
10723,hla-dra,,,hla-dra,
10724,hydrocortisone,C0020268,hydrocortisone,,
10725,fem1a,,,fem1a,
10726,sqle,,,sqle,
10727,cada,,,cada,
10728,pyr4,,,pyr4,
10729,slc38a4,,,slc38a4,
10730,plxnb2,,,plxnb2,
10731,chpf2,,,chpf2,
10732,fg08078,,,fg08078,
10733,aatb,,,aatb,
10734,matrigel,C0065749,matrigel,,
10735,dkfzp686j1568,,,dkfzp686j1568,
10736,aciad0531,,,aciad0531,
10737,azah,,,azah,
10738,rmdn1,,,rmdn1,
10739,bcl2l14,,,bcl2l14,
10740,cpsf3,,,cpsf3,
10741,ergic1,,,ergic1,
10742,adam33,,,adam33,
10743,txndc5,,,txndc5,
10744,aneg,,,aneg,
10745,mto1,,,mto1,
10746,insrr,,,insrr,
10747,Casein Kinase 2 alpha Subunit,C1173607,Casein Kinase 2 alpha Subunit,,
10748,mre11,,,mre11,
10749,nia1,,,nia1,
10750,mrpl10,,,mrpl10,
10751,ubd,,,ubd,
10752,rbp4,,,rbp4,
10753,nat14,,,nat14,
10754,spac186.08c,,,spac186.08c,
10755,llp,,,llp,
10756,cebpa,,,cebpa,
10757,aund,,,aund,
10758,csrnp1,,,csrnp1,
10759,fveg_12630,,,fveg_12630,
10760,tieg2,,,tieg2,
10761,jmj21,,,jmj21,
10762,nham_3637,,,nham_3637,
10763,telo2,,,telo2,
10764,neq053,,,neq053,
10765,,,,,3
10766,wwp1,,,wwp1,
10767,scrt1,,,scrt1,
10768,Lipoxygenase-1,C0023835,Lipoxygenase-1,,
10769,kctd3,,,kctd3,
10770,tnpo2,,,tnpo2,
10771,atp2b4,,,atp2b4,
10772,bq2027_mb0289,,,bq2027_mb0289,
10773,xfasm23_1638,,,xfasm23_1638,
10774,sgcd,,,sgcd,
10775,yif1b,,,yif1b,
10776,Thromboxane-A Synthase,C0040060,Thromboxane-A Synthase,,
10777,ankk1,,,ankk1,
10778,gpd2,,,gpd2,
10779,cdsn,,,cdsn,
10780,kcnq3,,,kcnq3,
10781,imap1,,,imap1,
10782,slc14a2,,,slc14a2,
10783,glipr2,,,glipr2,
10784,carbonyl reductase (NADPH),C1135630,carbonyl reductase (NADPH),,
10785,brafldraft_125969,,,brafldraft_125969,
10786,sync_1544,,,sync_1544,
10787,chca,,,chca,
10788,rpl21,,,rpl21,
10789,shpk,,,shpk,
10790,trp2,,,trp2,
10791,ptgfr,,,ptgfr,
10792,tead4,,,tead4,
10793,chrr,,,chrr,
10794,mylk4,,,mylk4,
10795,cep162,,,cep162,
10796,gst1,,,gst1,
10797,clstn3,,,clstn3,
10798,mipep,,,mipep,
10799,kif5a,,,kif5a,
10800,sympk,,,sympk,
10801,Vesicular Glutamate Transport Proteins,C1564137,Vesicular Glutamate Transport Proteins,,
10802,sputcn32_2490,,,sputcn32_2490,
10803,ccdc51,,,ccdc51,
10804,ppig,,,ppig,
10805,algj,,,algj,
10806,ygl185c,,,ygl185c,
10807,ACE wt Allele| Dicycloplatin| Des-Gamma Carboxyprothrombin,C3815135,ACE wt Allele| Dicycloplatin| Des-Gamma Carboxyprothrombin,,
10808,spag1,,,spag1,
10809,prx9,,,prx9,
10810,msln,,,msln,
10811,mbur_1454,,,mbur_1454,
10812,cure,,,cure,
10813,pyr3,,,pyr3,
10814,dkfzp686a24188,,,dkfzp686a24188,
10815,dtur_0928,,,dtur_0928,
10816,bean1,,,bean1,
10817,calm1a,,,calm1a,
10818,psd,,,psd,
10819,abtb2,,,abtb2,
10820,bivm-ercc5,,,bivm-ercc5,
10821,or1l1,,,or1l1,
10822,kmt2d,,,kmt2d,
10823,sso2706,,,sso2706,
10824,spee2,,,spee2,
10825,mgg_09481,,,mgg_09481,
10826,myh15,,,myh15,
10827,cnda,,,cnda,
10828,protease,C5200997,protease,,
10829,drtd,,,drtd,
10830,xcr1,,,xcr1,
10831,mtx2,,,mtx2,
10832,ephb2 variant protein,,,ephb2 variant protein,
10833,cg14683,,,cg14683,
10834,evas,,,evas,
10835,slc14a1 jk,,,slc14a1 jk,
10836,ADGRE1 wt Allele,C4284739,ADGRE1 wt Allele,,
10837,lin1815,,,lin1815,
10838,h2ac8,,,h2ac8,
10839,Ac-aspartyl-glutamyl-valyl-aspartyl-aminomethylcoumarin,C0674974,Ac-aspartyl-glutamyl-valyl-aspartyl-aminomethylcoumarin,,
10840,cdk17,,,cdk17,
10841,bav1196,,,bav1196,
10842,melphalan,C0025241,melphalan,,
10843,cctm,,,cctm,
10844,ubqln2,,,ubqln2,
10845,gm15454,,,gm15454,
10846,succinylated gelatin,C0143961,succinylated gelatin,,
10847,gsha,,,gsha,
10848,groel1,,,groel1,
10849,Peptidylprolyl Isomerase| FKBP6 gene| FKBP2 gene| FKBP5 gene| FKBP1B gene| PPIB gene| FKBP1A gene| FKBP5 wt Allele| FKBP1A wt Allele| FKBP9 wt Allele| Immunophilins,C0136073,Peptidylprolyl Isomerase| FKBP6 gene| FKBP2 gene| FKBP5 gene| FKBP1B gene| PPIB gene| FKBP1A gene| FKBP5 wt Allele| FKBP1A wt Allele| FKBP9 wt Allele| Immunophilins,,
10850,nfatc1,,,nfatc1,
10851,gp,,,gp,
10852,rpp3a,,,rpp3a,
10853,gg21492,,,gg21492,
10854,mw0487,,,mw0487,
10855,alkal1,,,alkal1,
10856,ppip5k2,,,ppip5k2,
10857,tcaim,,,tcaim,
10858,fev,,,fev,
10859,rnf185,,,rnf185,
10860,steap3,,,steap3,
10861,b3galt2,,,b3galt2,
10862,ccl24,,,ccl24,
10863,mflv_0168,,,mflv_0168,
10864,rpl801,,,rpl801,
10865,aldh6a1,,,aldh6a1,
10866,lancl1,,,lancl1,
10867,or1q1,,,or1q1,
10868,ndc80,,,ndc80,
10869,ctsz,,,ctsz,
10870,B-Cell Receptor Complex| BCR gene,C3816168,B-Cell Receptor Complex| BCR gene,,
10871,slc10a7,,,slc10a7,
10872,map_4064c,,,map_4064c,
10873,ppp2r2b,,,ppp2r2b,
10874,zxdb,,,zxdb,
10875,etfb,,,etfb,
10876,rpl31,,,rpl31,
10877,zscan32,,,zscan32,
10878,pflu_4459,,,pflu_4459,
10879,klf4,,,klf4,
10880,padi1,,,padi1,
10881,znf644,,,znf644,
10882,bbta_0248,,,bbta_0248,
10883,brd7,,,brd7,
10884,gm23249,,,gm23249,
10885,leccva1,,,leccva1,
10886,rlf,,,rlf,
10887,usp19,,,usp19,
10888,ar8,,,ar8,
10889,ddx50,,,ddx50,
10890,pkd2l1,,,pkd2l1,
10891,dhrs9,,,dhrs9,
10892,sphk1,,,sphk1,
10893,cpa3,,,cpa3,
10894,prkci,,,prkci,
10895,gpr4,,,gpr4,
10896,ano10,,,ano10,
10897,ss1g_10653,,,ss1g_10653,
10898,pabpc4,,,pabpc4,
10899,mpped1,,,mpped1,
10900,hel107,,,hel107,
10901,ctb2,,,ctb2,
10902,loxl2,,,loxl2,
10903,lrg1,,,lrg1,
10904,N-alpha-acetyl-L-lysine,C0130825,N-alpha-acetyl-L-lysine,,
10905,ift140,,,ift140,
10906,apoc1,,,apoc1,
10907,Proteoglycan,C0033692,Proteoglycan,,
10908,at4g00040,,,at4g00040,
10909,dhx37,,,dhx37,
10910,fstl3,,,fstl3,
10911,adap1,,,adap1,
10912,melanocortin 5 receptor| MC5R gene,C0254191,melanocortin 5 receptor| MC5R gene,,
10913,runx3,,,runx3,
10914,pdha2,,,pdha2,
10915,bxl1,,,bxl1,
10916,lamtor5,,,lamtor5,
10917,lrat,,,lrat,
10918,cc-1,,,cc-1,
10919,clec1a,,,clec1a,
10920,kcna1,,,kcna1,
10921,fpp,,,fpp,
10922,krt5,,,krt5,
10923,Polymerase,C1335439,Polymerase,,
10924,hkdc1,,,hkdc1,
10925,saxo5,,,saxo5,
10926,sace_0591,,,sace_0591,
10927,prps1,,,prps1,
10928,Estrogen Receptor beta| ESR2 gene,C0529099,Estrogen Receptor beta| ESR2 gene,,
10929,csf2,,,csf2,
10930,ms4a1,,,ms4a1,
10931,gtr-1,,,gtr-1,
10932,at3g11710,,,at3g11710,
10933,clak,,,clak,
10934,selenos,,,selenos,
10935,brcc3,,,brcc3,
10936,ill1,,,ill1,
10937,ervw-1,,,ervw-1,
10938,acadvl,,,acadvl,
10939,vbp1,,,vbp1,
10940,pyte,,,pyte,
10941,rpl10,,,rpl10,
10942,lbrm_16_0320,,,lbrm_16_0320,
10943,sim2,,,sim2,
10944,ausg,,,ausg,
10945,afvd,,,afvd,
10946,app-1,,,app-1,
10947,dyrk4,,,dyrk4,
10948,gucy1a2,,,gucy1a2,
10949,ugt8,,,ugt8,
10950,xoo2920,,,xoo2920,
10951,atox1,,,atox1,
10952,chmp2b,,,chmp2b,
10953,myog,,,myog,
10954,atcay,,,atcay,
10955,ysne,,,ysne,
10956,tmem186,,,tmem186,
10957,NFF 3,C0258218,NFF 3,,
10958,plxdc1,,,plxdc1,
10959,yesz,,,yesz,
10960,tle4,,,tle4,
10961,sco7141,,,sco7141,
10962,cbll1,,,cbll1,
10963,casr,,,casr,
10964,grik1,,,grik1,
10965,pard3,,,pard3,
10966,cyclosporine| CSH1 gene,C0010592,cyclosporine| CSH1 gene,,
10967,uqcrb,,,uqcrb,
10968,slc25a6,,,slc25a6,
10969,cx3cr1,,,cx3cr1,
10970,gm19693,,,gm19693,
10971,ceacam3,,,ceacam3,
10972,Allergens,C0002092,Allergens,,
10973,rpp40,,,rpp40,
10974,orf7,,,orf7,
10975,loc84661,,,loc84661,
10976,slc12a7,,,slc12a7,
10977,polyvalent mechanical bacterial lysate,C1569170,polyvalent mechanical bacterial lysate,,
10978,fgf4b,,,fgf4b,
10979,mettl2,,,mettl2,
10980,acly,,,acly,
10981,shew185_2813,,,shew185_2813,
10982,pola,,,pola,
10983,slc45a1,,,slc45a1,
10984,patl2,,,patl2,
10985,penm,,,penm,
10986,mid1ip1,,,mid1ip1,
10987,flab1,,,flab1,
10988,"stress-activated protein kinase 1| MAPK8 protein, human",C0380051,"stress-activated protein kinase 1| MAPK8 protein, human",,
10989,fdb2,,,fdb2,
10990,dhn1,,,dhn1,
10991,siae,,,siae,
10992,alanyl-glutamyl-aspartic acid,C3492338,alanyl-glutamyl-aspartic acid,,
10993,fatb1,,,fatb1,
10994,h1-0,,,h1-0,
10995,cemip,,,cemip,
10996,jakmip1,,,jakmip1,
10997,dpmpj,,,dpmpj,
10998,cox8a,,,cox8a,
10999,ard-1,,,ard-1,
11000,rdh16,,,rdh16,
11001,alg8,,,alg8,
11002,kallikrein 4,C0908180,kallikrein 4,,
11003,bslf2,,,bslf2,
11004,amh,,,amh,
11005,cc1g_08401,,,cc1g_08401,
11006,acnat1,,,acnat1,
11007,sco5901,,,sco5901,
11008,pfl_1610,,,pfl_1610,
11009,znf266,,,znf266,
11010,htn1,,,htn1,
11011,ralgapa1,,,ralgapa1,
11012,pate3,,,pate3,
11013,pfdn2,,,pfdn2,
11014,ndufaf6,,,ndufaf6,
11015,ptgdr2,,,ptgdr2,
11016,tnnt1,,,tnnt1,
11017,prl7d1,,,prl7d1,
11018,hipk2,,,hipk2,
11019,prolyl-serine,C1143796,prolyl-serine,,
11020,pyc,,,pyc,
11021,neda,,,neda,
11022,prpf4,,,prpf4,
11023,ebga,,,ebga,
11024,rpl13,,,rpl13,
11025,usp17l2,,,usp17l2,
11026,myra,,,myra,
11027,ttpa,,,ttpa,
11028,recql5,,,recql5,
11029,synpcc7002_a2812,,,synpcc7002_a2812,
11030,sav0762,,,sav0762,
11031,ascc1,,,ascc1,
11032,dohh,,,dohh,
11033,ankrd44,,,ankrd44,
11034,orexin receptor type 2| CD200R1 gene,C0671880,orexin receptor type 2| CD200R1 gene,,
11035,c4b_2,,,c4b_2,
11036,rigi,,,rigi,
11037,znf426,,,znf426,
11038,rpn1,,,rpn1,
11039,cd8b1,,,cd8b1,
11040,npy2r,,,npy2r,
11041,slc15a1,,,slc15a1,
11042,eqxh,,,eqxh,
11043,spcc736.13,,,spcc736.13,
11044,loh2,,,loh2,
11045,pou2f1,,,pou2f1,
11046,cxng,,,cxng,
11047,rab1b,,,rab1b,
11048,pim1,,,pim1,
11049,fezf2,,,fezf2,
11050,sgsm1,,,sgsm1,
11051,buad,,,buad,
11052,gspatt00004603001,,,gspatt00004603001,
11053,dkfzp686j1569,,,dkfzp686j1569,
11054,snrpb,,,snrpb,
11055,kiaa1996,,,kiaa1996,
11056,grk4,,,grk4,
11057,hcbg_02095,,,hcbg_02095,
11058,rnf114,,,rnf114,
11059,slbp,,,slbp,
11060,cetrorelix,C0209366,cetrorelix,,
11061,rpl11a,,,rpl11a,
11062,sry,,,sry,
11063,topaz1,,,topaz1,
11064,bcej2315_00090,,,bcej2315_00090,
11065,sphingosine kinase,C0074993,sphingosine kinase,,
11066,timm10,,,timm10,
11067,il34,,,il34,
11068,sct,,,sct,
11069,pbxip1,,,pbxip1,
11070,flgj,,,flgj,
11071,gm16230,,,gm16230,
11072,sgpl1,,,sgpl1,
11073,rdl,,,rdl,
11074,beta-lactamase IRT-4,C0257959,beta-lactamase IRT-4,,
11075,egf,,,egf,
11076,"Fibroblast Growth Factor| Fibroblast Growth Factor Gene Family| Endothelial Growth Factors| Fibroblast Growth Factor 1, human| FGF1 gene",C0016026,"Fibroblast Growth Factor| Fibroblast Growth Factor Gene Family| Endothelial Growth Factors| Fibroblast Growth Factor 1, human| FGF1 gene",,
11077,ptk2,,,ptk2,
11078,tb11.02.1120,,,tb11.02.1120,
11079,elavl2,,,elavl2,
11080,nop2b,,,nop2b,
11081,gm16879,,,gm16879,
11082,are,,,are,
11083,klk10,,,klk10,
11084,gad1,,,gad1,
11085,ura3,,,ura3,
11086,ctht_0041970.1,,,ctht_0041970.1,
11087,theye_a0977,,,theye_a0977,
11088,mettl25b,,,mettl25b,
11089,mete,,,mete,
11090,sp5,,,sp5,
11091,trh-a,,,trh-a,
11092,pgf,,,pgf,
11093,frg1,,,frg1,
11094,dnah1,,,dnah1,
11095,tlr2,,,tlr2,
11096,afp,,,afp,
11097,slc31a1,,,slc31a1,
11098,fmo1,,,fmo1,
11099,dkk1,,,dkk1,
11100,itm2b,,,itm2b,
11101,a9601_05471,,,a9601_05471,
11102,nd3,,,nd3,
11103,aanat,,,aanat,
11104,"Receptors, Phencyclidine",C0070548,"Receptors, Phencyclidine",,
11105,slc27a4,,,slc27a4,
11106,zmym2,,,zmym2,
11107,gpr84,,,gpr84,
11108,mtrnr2l1,,,mtrnr2l1,
11109,Trp-Lys-Tyr-Met-Val-Met,C0755643,Trp-Lys-Tyr-Met-Val-Met,,
11110,"Poly [ADP-Ribose] Polymerase 1 p85, human",C3641724,"Poly [ADP-Ribose] Polymerase 1 p85, human",,
11111,trim46,,,trim46,
11112,noth',,,noth',
11113,cht-3,,,cht-3,
11114,A 40926,C0050298,A 40926,,
11115,bn863_22200,,,bn863_22200,
11116,pla2g2c,,,pla2g2c,
11117,gsc2,,,gsc2,
11118,sa0834,,,sa0834,
11119,rpl37,,,rpl37,
11120,mdga2,,,mdga2,
11121,stk_21625,,,stk_21625,
11122,ap1b1,,,ap1b1,
11123,bvu_0340,,,bvu_0340,
11124,lkha,,,lkha,
11125,hypusine,C0063245,hypusine,,
11126,Amyloid beta-Peptides,C0078939,Amyloid beta-Peptides,,
11127,spbc19g7.02,,,spbc19g7.02,
11128,endov,,,endov,
11129,hacjb3_16061,,,hacjb3_16061,
11130,fcho1,,,fcho1,
11131,glutamylalanine,C0061501,glutamylalanine,,
11132,oxer1,,,oxer1,
11133,casp8ap2,,,casp8ap2,
11134,cd1e,,,cd1e,
11135,p9515_13321,,,p9515_13321,
11136,nup37,,,nup37,
11137,klhl20,,,klhl20,
11138,myl12a,,,myl12a,
11139,lats2,,,lats2,
11140,dhs-21,,,dhs-21,
11141,cdcp1,,,cdcp1,
11142,stable plasma protein solution,C0075148,stable plasma protein solution,,
11143,atl1,,,atl1,
11144,sub2,,,sub2,
11145,aoah,,,aoah,
11146,ins,,,ins,
11147,uros,,,uros,
11148,ap5m1,,,ap5m1,
11149,hel-s-277,,,hel-s-277,
11150,spcc663.06c,,,spcc663.06c,
11151,grik5,,,grik5,
11152,lepb,,,lepb,
11153,"NLR Family, Pyrin Domain-Containing 3 Protein| NLRP3 protein, human",C4255055,"NLR Family, Pyrin Domain-Containing 3 Protein| NLRP3 protein, human",,
11154,dnal1,,,dnal1,
11155,Tryptan,C0740119,Tryptan,,
11156,smek1,,,smek1,
11157,cog3,,,cog3,
11158,wee2,,,wee2,
11159,pap450-3,,,pap450-3,
11160,pla2g12b,,,pla2g12b,
11161,sdg41,,,sdg41,
11162,ddx1,,,ddx1,
11163,defb103b,,,defb103b,
11164,garin6,,,garin6,
11165,azocasein,C0052807,azocasein,,
11166,mkrn1,,,mkrn1,
11167,htatsf1,,,htatsf1,
11168,fcgr3b,,,fcgr3b,
11169,cacna1f,,,cacna1f,
11170,mycbp2,,,mycbp2,
11171,kdelr2,,,kdelr2,
11172,gm13542,,,gm13542,
11173,korb,,,korb,
11174,efug,,,efug,
11175,itpk1,,,itpk1,
11176,psenen,,,psenen,
11177,tsg101,,,tsg101,
11178,g6pc1,,,g6pc1,
11179,ecu06_0650,,,ecu06_0650,
11180,his4:cg33905,,,his4:cg33905,
11181,mbnl2,,,mbnl2,
11182,fbxw10b,,,fbxw10b,
11183,rbmx2,,,rbmx2,
11184,alr3654,,,alr3654,
11185,ncoa3,,,ncoa3,
11186,slc10a3,,,slc10a3,
11187,Immune Sera| IMMUNE SERA SYSTEMIC ANTIINFECTIVES,C3542465,Immune Sera| IMMUNE SERA SYSTEMIC ANTIINFECTIVES,,
11188,cyp2f1,,,cyp2f1,
11189,set11,,,set11,
11190,mhqo,,,mhqo,
11191,yqig,,,yqig,
11192,endomorphin 1,C0537635,endomorphin 1,,
11193,cpt1c,,,cpt1c,
11194,serine,C0036720,serine,,
11195,mhqn,,,mhqn,
11196,elch,,,elch,
11197,lpdv,,,lpdv,
11198,irgm,,,irgm,
11199,bcg_2980c,,,bcg_2980c,
11200,pros,,,pros,
11201,"NLK protein, human",C1173652,"NLK protein, human",,
11202,spac24c9.09,,,spac24c9.09,
11203,s1pr4,,,s1pr4,
11204,mjls_1071,,,mjls_1071,
11205,daglb,,,daglb,
11206,hdac1,,,hdac1,
11207,acetyl-leucyl-glutamyl-histidyl-aspartal,C0964164,acetyl-leucyl-glutamyl-histidyl-aspartal,,
11208,tnfrsf10d,,,tnfrsf10d,
11209,gpr49,,,gpr49,
11210,memo1,,,memo1,
11211,pvhd,,,pvhd,
11212,rnf130,,,rnf130,
11213,lpar1,,,lpar1,
11214,atpsckmt,,,atpsckmt,
11215,myst3,,,myst3,
11216,"Antibodies, Anti-DNA",C0282056,"Antibodies, Anti-DNA",,
11217,brafldraft_123918,,,brafldraft_123918,
11218,trpm6,,,trpm6,
11219,ct2212,,,ct2212,
11220,gk2,,,gk2,
11221,mjls_4273,,,mjls_4273,
11222,tff1,,,tff1,
11223,ddit3,,,ddit3,
11224,Therapeutic Corynebacterium Parvum,C1522468,Therapeutic Corynebacterium Parvum,,
11225,"p16 protease, Human immunodeficiency virus 1",C0917721,"p16 protease, Human immunodeficiency virus 1",,
11226,neu1,,,neu1,
11227,armgadraft_1088206,,,armgadraft_1088206,
11228,cdy1,,,cdy1,
11229,vwc2,,,vwc2,
11230,trim59,,,trim59,
11231,rv1896c,,,rv1896c,
11232,dacd,,,dacd,
11233,me6,,,me6,
11234,defa1,,,defa1,
11235,Janus kinase,C0597721,Janus kinase,,
11236,fut7,,,fut7,
11237,tmem266,,,tmem266,
11238,slc22a8,,,slc22a8,
11239,dennd4a,,,dennd4a,
11240,rub,,,rub,
11241,alpha-Methyltyrosine,C0051427,alpha-Methyltyrosine,,
11242,tkta,,,tkta,
11243,sas1110,,,sas1110,
11244,ythdc1,,,ythdc1,
11245,chrm3,,,chrm3,
11246,bxl6,,,bxl6,
11247,his2b:cg33874,,,his2b:cg33874,
11248,eif2a,,,eif2a,
11249,supt7l,,,supt7l,
11250,mt1dp,,,mt1dp,
11251,,,,,37
11252,PIM3 wt Allele,C5550968,PIM3 wt Allele,,
11253,tif-51,,,tif-51,
11254,clec4m,,,clec4m,
11255,creb3l4,,,creb3l4,
11256,ddac,,,ddac,
11257,map_4190c,,,map_4190c,
11258,eta,,,eta,
11259,chrnb1,,,chrnb1,
11260,cbfb,,,cbfb,
11261,yhxc,,,yhxc,
11262,zyro0e01232g,,,zyro0e01232g,
11263,csf2ra,,,csf2ra,
11264,sntb1,,,sntb1,
11265,kcnk6,,,kcnk6,
11266,trio,,,trio,
11267,yvda,,,yvda,
11268,synw1228,,,synw1228,
11269,ppil4,,,ppil4,
11270,ercc6,,,ercc6,
11271,cagl0g01430g,,,cagl0g01430g,
11272,hel-s-51e,,,hel-s-51e,
11273,alg12,,,alg12,
11274,spp27,,,spp27,
11275,mlxipl,,,mlxipl,
11276,spdye1,,,spdye1,
11277,masp2,,,masp2,
11278,gsts1,,,gsts1,
11279,calj,,,calj,
11280,mrpl19,,,mrpl19,
11281,"Casein Kinase II| CSNK2A1 wt Allele| CSNK2A1 protein, human",C0108555,"Casein Kinase II| CSNK2A1 wt Allele| CSNK2A1 protein, human",,
11282,cce_3668,,,cce_3668,
11283,olca,,,olca,
11284,cpe,,,cpe,
11285,cd630_12110,,,cd630_12110,
11286,dusp3,,,dusp3,
11287,"3C-like proteinase, SARS-CoV-2",C5433351,"3C-like proteinase, SARS-CoV-2",,
11288,"Pituitary Hormones, Anterior",C0032016,"Pituitary Hormones, Anterior",,
11289,human milk preparation,C4018781,human milk preparation,,
11290,irf6,,,irf6,
